conf	year	passcode	resid	ResourceType	ResourceType_clean	resourceName	resourceName_clean	ResourceProdStatus	ResourceProdStatus_clean	ResourceLang_1	ResourceLang_1_clean	ResourceLang_2	ResourceLang_2_clean	ResourceLang_3	ResourceLang_3_clean	ResourceLang_4	ResourceLang_4_clean	ResourceLang_5	ResourceLang_5_clean	ResourceLang_O	ResourceLang_O_clean	langdim
LREC2012	2012	264		Lexicon		"Swedish Kelly list"		"Newly created-finished"		Dutch												Mono
COLING2010	2010	279X-B9F9G3G9A5		"Named Entity Recogniser"		"Stanford Named Entity Recognizer"																"Not Specified"
LREC2010	2010	282X-F2D7P2F2F5		Tagger/Parser		"Fine-Grain Morphological Analyzer and Part-of-Speech Tagger for Arabic Text"		"Newly created-in progress"		Arabic												Mono
LREC2012	2012	829		Lexicon		"Bulgarian Morphological Dictionary"		Existing-used		Chinese		English										Bi
LREC2010	2010	430X-A3J3F3G3A4		Corpus		"passage cpcv3"		"Newly created-in progress"		french												Mono
LREC2010	2010	611X-G6C4F7E9B5		Ontology		"Rascalli Gossip DB"		Existing-updated		LI												Mono
COLING2010	2010	577X-D6G5A5P2F2		Corpus		"A Corpus of Plagiarised Short Answers"																"Not Specified"
LREC2012	2012	905		"Corpus Tool"		ULex		"Newly created-finished"		LI												Mono
COLING2010	2010	388X-D9P6E3J8E3		"Named Entity Recogniser"		"FZ NER Tool"		"Newly created-in progress"		Chinese												Mono
LREC2010	2010	49X-J7D5E5G4P4		Tagger/Parser		MaltParser		Existing-used		LI												Mono
LREC2010	2010	953X-E3F6E4D5H8		Lexicon		"ACLP American English Messaging Lexicon"		"Newly created-in progress"		American English												Mono
COLING2010	2010	454X-A3J9P9H3F5		Lexicon		GCIDE		Existing-used														"Not Specified"
COLING2010	2010	111X-G6J6B3C6P9		Ontology		"BioCaster Ontology"		Existing-updated		Arabic		English		French		Indonesian		Japanese				Multi
ACLHT2011	2011	664		Corpus		"Penn Chinese Treebank"		Existing-used		Mandarin Chinese												Mono
LREC2010	2010	W07_5X-P9B3A9F7H5		Corpus		"DUC 2007 Dataset"		Existing-used		English												Mono
IS2011	2011	90407		Corpus		"Electropalatographic corpus for Standard Chinese"		"Newly created-in progress"		Standard Chinese												Mono
LREC2010	2010	46X-F7G6G9C2H6		Lexicon		"Dictionaries of Swedish names and common words"		"Newly created-finished"		Swedish												Mono
LREC2012	2012	326		Corpus		"Spanish Aragonese DBpedia Abstract Corpus"		"Newly created-in progress"		English 		French 		Spanish 								Tri
LREC2010	2010	272X-C8C2E6P3D7		"Evaluation Data"		GIRA		"Newly created-finished"		Bulgarian		Dutch		English		German		Italian				Multi
LREC2010	2010	269X-F7G3A6A3C9		Lexicon		Cornetto		"Newly created-finished"		Dutch												Mono
LREC2010	2010	774X-B8D2B8J2G6		Tagger/Parser		MaltParser		Existing-used		LI												Mono
LREC2012	2012	163		Lexicon		GermaNet		Existing-used		North Levantine Arabic 												Mono
LREC2010	2010	874X-H6B5D3J7C6		Lexicon		Amarakosha		"Newly created-in progress"		Sanskrit												Mono
LREC2010	2010	839X-H4A6G6H4C5		Lexicon		"Woordenboek van de Drentse dialecten"		Existing-updated		Dreents		Dutch										Bi
LREC2010	2010	313X-A2C6A4B9P7		Lexicon		"Italian Valence Lexicon"		"Newly created-in progress"		Italian												Mono
LREC2010	2010	764X-F6J7E3J9P8		Corpus		"New Stuttgart Radio News Corpus"		"Newly created-in progress"		German												Mono
LREC2012	2012	606		Corpus		"Hungarian-Lithuanian parallel corpus"		"Newly created-finished"		LI												Mono
LREC2010	2010	W21_8X-G8G9D8H6F6		Tagger/Parser		MXPOST		Existing-used		LI												Mono
LREC2012	2012	114		Lexicon		"Elhuyar Basque-Chinese predictionary"		"Newly created-finished"		Polish 												Mono
LREC2010	2010	158X-E3E3A8E9D9		"Tool Search Tool for Linguistic Knowledge Discovery"		"Ngram Search Engine"		"Newly created-finished"		LI												Mono
LREC2010	2010	125X-A9C3P4P2G9		Tagger/Parser		TTL		"We create the training resources for French, TTL is already available for English and Romanian (Ion, 2007). This is a joint work with RACAI (Romanian Academy) to obtain a tagger producing similar output for French, English and Romanian."		English		French		Romanian								Tri
LREC2012	2012	236		"Word Sense Disambiguator"		"WordNet Sense Relate"		Existing-used		LI												Mono
LREC2010	2010	307X-E9F2A8C7B6		"Corpus, Tools, Evaluations, etc."		U-Compare		Existing-updated		LI												Mono
COLING2010	2010	294X-P8G5A8H3J3		"keyphrase extractor"		DegExt		"Newly created-finished"		LI												Mono
COLING2010	2010	281X-A4G6C2H8P3		Tagger/Parser		JUMAN		Existing-used		Japanese												Mono
LREC2010	2010	663X-G9E7C3F7B2		Corpus		"Corpus for Verbal Intelligence Estimation"		"Newly created-in progress"		German												Mono
ACLHT2011	2011	483		Ontology		"NELL Ontology and Knowledge Base"		Existing-used		English												Mono
COLING2010	2010	763X-F9D6A4J2H3		Corpus		"JRC Acquis"																"Not Specified"
LREC2012	2012	709		"Corpus Tool"		"IMS Open Corpus Workbench"		Existing-used		English 		Hindi 		Urdu 								Tri
COLING2010	2010	575X-J5B4B6D6A7		Corpus		Software		Existing-used		Basque		English										Bi
LREC2010	2010	379X-H3H8A3J3D7		"Grammar/Language Model"		XTag		Existing-used		English												Mono
LREC2010	2010	193X-B7F7E4P2E9		Corpus		"LinkÃ¶ping English-Swedish Parallel Treebank (LinES)"		"Newly created-in progress"		English		Swedish										Bi
COLING2010	2010	526X-J6G9H2F8E6		"Labeling tool"		"CCG SRL tool"		Existing-used		English												Mono
IS2011	2011	56158		Corpus		"TIMIT Acoustic-Phonetic Continuous Speech Corpus"		Existing-used		English												Mono
LREC2010	2010	928X-G9A5G3B7G6		"Evaluation Tool"		"Olympus NLU Evaluation Framework"		"Newly created-in progress"		LI												Mono
LREC2010	2010	653X-F9G9B6J6F3		Corpus		"Number Sense Disambiguation annotations of the Enron Corpus"		"Newly created-in progress"		English												Mono
LREC2012	2012	720		"Annotation Tool"		CorpusTagger		"Newly created-in progress"		LI												Mono
LREC2010	2010	96X-B3G6B6B6F3		Corpus		"the FreeTalk Conversation Corpus"		"Newly created-in progress"		english		japanese										Bi
LREC2010	2010	314X-F6A2B6D8J2		Corpus		"Nordisk Språkteknologi (NST) Corpus"		Existing-used		Norwegian												Mono
LREC2010	2010	685X-J5C9F9B6F9		Tagger/Parser		TreeTagger		Existing-used		English												Mono
COLING2010	2010	674X-G9A3F3E6G5		"Grammar/Language Model"		ERG		Existing-used		English												Mono
LREC2010	2010	735X-P6C8F6P3G9		"Virtual Game World"		Twinity		"Beta Version of Game Twinity"		LI												Mono
LREC2010	2010	527X-P9C6H8H9H6		Corpus		"MAtrixware REsearch Collection (MAREC)"		"Newly created-finished"		English		French		German								Tri
COLING2010	2010	766X-P6B7B8H3B5		"Evaluation Data"		"Acl Anthology Network (AAN)"		"Newly created-in progress"		English												Mono
LREC2010	2010	650X-C8J2F6H4P3		Corpus		"EPAC corpus"		"Newly created-finished"		French												Mono
LREC2010	2010	W04_10X-D8J3J3P5B2		"Annotation Tool"		AWAdb		"Newly created-in progress"		Basque												Mono
LREC2010	2010	412X-J3B9H5D5E7		"Evaluation Package"		LAMPADA		Existing-used		Portuguese												Mono
COLING2010	2010	746X-A7F9G3B4G8		Tagger/Parser		MICA																"Not Specified"
LREC2010	2010	189X-D9A4H7J5E7		Tagger/Parser		maltparser		Existing-used		LI												Mono
LREC2010	2010	549X-D3B6P8B6A7		Corpus		SoNaR		"Newly created-in progress"		Dutch												Mono
LREC2010	2010	936X-B5E9H8D3J4		"Evaluation Tool"		GEMS		"Newly created-in progress"		English												Mono
LREC2012	2012	829		Tagger/Parser		MaltParser		Existing-used		English												Mono
COLING2010	2010	108X-A6C6F4B3F7		"Evaluation Data"		20newsgroup		Existing-used		English												Mono
LREC2010	2010	762X-J2A4G7B8G3		Corpus		"Penn Discourse Treebank 2.0"		Existing-used		English												Mono
LREC2010	2010	724X-E3P8P9D8A8		Corpus		RestQueries250		Existing-used		English												Mono
LREC2010	2010	104X-B3F6G3H9D3		Lexicon		"Lexique et grammaire de dérivation"		"Newly created-in progress"		French												Mono
LREC2010	2010	228X-H7C9J2D7F8		"Phrase-based statistical machine translation system"		Moses		"Newly created-in progress"		LI												Mono
LREC2010	2010	669X-G5F8A2P2A6		"Named Entity Recogniser"		"EMM NewsExplorer"		Existing-updated		All european languages		Arabic		multilingual								Tri
LREC2012	2012	657		Corpus		"The AQUAINT Corpus of English News Text"		Existing-used		French 												Mono
LREC2012	2012	950		"Annotation Tool"		"Sequence-based aligner"		"Newly created-in progress"		Croatian 												Mono
LREC2010	2010	771X-H8E3E6G7D7		Corpus		GerManC		"Newly created-in progress"		Early Modern German (1650-1800)												Mono
LREC2010	2010	821X-E5J9F6D3J4		Corpus		"Chungdahm English Learner Corpus"		"Newly created-in progress"		English												Mono
LREC2010	2010	901X-A6D9E4C3E9		Corpus		"World Wide English corpus"		"Newly created-in progress"		English												Mono
LREC2012	2012	843		Corpus		"Government Records"		Existing-used		American English 												Mono
LREC2012	2012	207		Corpus		"French corpus of event nominals"		"Newly created-finished"		Not Applicable												Mono
COLING2010	2010	364X-J6J3J7E2D8		"Grammar/Language Model"		Alpino		Existing-used		Dutch												Mono
LREC2010	2010	206X-B7B3G3C5A7		"Grammar/Language Model"		"PAC (Predicate Argument Clustering)"		Existing-used		LI												Mono
COLING2010	2010	622X-C7F6D3C6H4		Corpus		"BioNLP'09 Shared Task on Event Extraction"		Existing-used		English												Mono
LREC2010	2010	933X-D6C2J8A5D5		Ontology		"Mutation Miner Ontology"		"Newly created-in progress"		LI												Mono
RANLP2011	2011	10		"Annotation Tool"		"Rhetorical Structure Theory Tool (RSTTool)"		Existing-used		LI												Mono
COLING2010	2010	59X-B5F3G2F7E3		Lexicon		SentiProductLexicon		"Newly created-finished"		Not Applicable												Mono
LREC2010	2010	W04_12X-B2B5J6D3C2		"Named Entity Recogniser"		annie-rdf		"Newly created-in progress"		English												Mono
LREC2012	2012	129		Corpus		"CLC FCE dataset"		Existing-used		Spanish 												Mono
LREC2012	2012	577		Corpus		"TRIS Corpus"		"Newly created-in progress"		Hindi 												Mono
LREC2010	2010	931X-D6A4H3C2P2		"Grammar/Language Model"		MetaphorDeco		"Newly created-in progress"		LI												Mono
LREC2010	2010	W24_11X-C6J3E6J9P7		Corpus		"MMI Facial Expression Database"		Existing-updated		Not Applicable												Mono
COLING2010	2010	318X-F4G4G7C9B2		"Evaluation Data"		"Document Understanding Conference"																"Not Specified"
LREC2010	2010	159X-G9J9J6A5B3		Corpus		"Proprietory Interactive Voice Response Corpus"		Existing-used		english												Mono
LREC2010	2010	W22_4X-P6P3B3D6A7		"Not Inserted"		"Romnaian syllables data base"		"Newly created-in progress"		romanian												Mono
LREC2012	2012	518		"Corpus Tool"		"HTML and PDF text and metadata extractors"		"Newly created-in progress"		English												Mono
LREC2010	2010	109X-J2F9D6J6C7		Corpus		"Wikipedia (Turkish section)"		Existing-used		Turkish												Mono
LREC2010	2010	295X-A6C3J3D5D3		Corpus		"Autonomata TOO native infrequent and multilingual speech corpus"		"Newly created-in progress"		Dutch		English		French								Tri
COLING2010	2010	371X-C7D6G7P6D3		Corpus		"English-Korean Parallel Corpus"		"Newly created-finished"		English		Korean										Bi
LREC2010	2010	224X-D7D3J4H6A9		Corpus		"PIITHIE corpus"		"Newly created-in progress"		French												Mono
LREC2010	2010	774X-B8D2B8J2G6		Corpus		"Hyderabad Dependency Treebank (HyDT)"		Existing-used		Hindi												Mono
LREC2012	2012	1051		Corpus		"Universal Declaration of Human Rights"		Existing-used		English 		Italian 										Bi
COLING2010	2010	524X-B4A9D5P3G3		Lexicon		"Wanfang Data Chinese-English Science and Technology Bilin-gual Dictionary"		Existing-used		Chinese		English										Bi
COLING2010	2010	524X-B4A9D5P3G3		Lexicon		"EDR Electronic Dictionary"		Existing-used		English		Japanese										Bi
LREC2010	2010	283X-F3D8A4C3B3		Corpus		"Health Information Readability Corpus"		Existing-used		English												Mono
LREC2010	2010	761X-B8A8A8F4F4		Tagger/Parser		"ILSP Chunker"		Existing-used		Greek												Mono
COLING2010	2010	412X-G9G3A2D3D3		Lexicon		"Dutch Sentiment Lexicon (adjectives)"		"Newly created-finished"		Dutch												Mono
LREC2010	2010	644X-E6G5B2J6B3		Corpus		"AZ-II corpus"		"Newly created-finished"		English												Mono
LREC2010	2010	W17_17X-H9J7C3J8E9		"Evaluation Data"		"Question Answer Sentence Pair"		Existing-used		English												Mono
ACLHT2011	2011	206		Corpus		"Columbia Arabic Treebank Converter"		Existing-used		Standard Arabic												Mono
COLING2010	2010	516X-P3G7G7E3H7		Corpus		"idiomatic sentences test dataset"		"Newly created-in progress"		English												Mono
LREC2010	2010	834X-A7H3J9P4A4		Tagger/Parser		"CroTag Morphosyntactic Tagger"		"Newly created-in progress"		LI												Mono
IJCNLP2011	2011	90		Lexicon		"WordNet 3.0"		Existing-used		English												Mono
LREC2010	2010	591X-A4H8B6A3H5		Corpus		"National corpus of spoken Slovenian"		"Newly created-in progress"		Slovenian												Mono
COLING2010	2010	501X-D3P2G8G3E9		"Evaluation Tool"		"mteval scoring script"																"Not Specified"
LREC2012	2012	709		"Corpus Tool"		Treebank.info		"Newly created-in progress"		Afrikaans 		Albanian		Arabic		Armenian 		Azerbaijani 				Multi
LREC2010	2010	406X-J7P3H6B3D3		Ontology		"Kyoto Ontology"		"Newly created-in progress"		LI												Mono
LREC2012	2012	216		Corpus		"CELCT Corpus"		"Newly created-in progress"		Polish												Mono
LREC2010	2010	871X-E3E9B9B6D3		Corpus		"World Wide English corpus"		"Newly created-in progress"		English												Mono
LREC2012	2012	284		"Temporal Tagger"		SUTime		"Newly created-in progress"		English 												Mono
LREC2012	2012	559		Corpus		"Birkbeck spelling error corpus"		Existing-used		English												Mono
LREC2010	2010	24X-C2B2D9H6B7		Ontology		"Granular Time Ontology for Temporal Underspecification"		Existing-used		Not Applicable												Mono
LREC2010	2010	439X-E7J3F4D6A9		Tagger/Parser		TreeTagger		Existing-used		english												Mono
COLING2010	2010	72X-J6B3D8A4D5		Corpus		"Chinese Emotion Corpus"		Existing-used		Chinese												Mono
COLING2010	2010	575X-J5B4B6D6A7		Corpus		Consumer		Existing-used		Basque		Spanish										Bi
LREC2010	2010	724X-E3P8P9D8A8		Tagger/Parser		"Charniak Parser"		Existing-used		English												Mono
LREC2012	2012	391		Lexicon		"BAS Bavarian Archive for Speech Signals Pronunciation Lexicon PHONOLEX"		Existing-used		German 												Mono
LREC2010	2010	439X-E7J3F4D6A9		Corpus		BAWE		Existing-used		english												Mono
LREC2010	2010	799X-G4D3C6F6H8		Lexicon		"eXtended WordFrameNet"		"Newly created-in progress"		LI												Mono
LREC2010	2010	68X-H7J7F8A9D5		Corpus		"Quaero QA corpus"		Existing-used		French												Mono
LREC2010	2010	910X-C5P9C2F7P3		Corpus		"World Wide English corpus"		"Newly created-in progress"		English												Mono
LREC2012	2012	198		Treebank		"metu sabancı Turkish Dependency Treebank - addtional annotation"		"Newly created-finished"		LI												Mono
LREC2010	2010	631X-E5J9C4D8H3		Corpus		"Pragmatic Resources of Old Indo-European Languages"		Existing-used		Armenian		Gothic		Greek		Latin		Old Church Slavonic				Multi
IS2011	2011	49690		"Prosodic Analyser"		"A Praat script for extacting pitch targets from vocal signals (PENTAtrainer)"		Existing-used		Praat												Mono
LREC2010	2010	111X-G5H7J4E6E9		Corpus		PDTB		Existing-used		English												Mono
LREC2012	2012	105		Corpus		TimeBank		Existing-used		Arabic												Mono
LREC2012	2012	126		Corpus		"Emotional Speech Database for Basque (Ahoemo3)"		"Newly created-finished"		Basque 												Mono
LREC2010	2010	554X-D3P7A3J2G6		Lexicon		DELAF		Existing-used		French												Mono
LREC2010	2010	W04_4X-B9P9E6J6D9		"format description of features for example for linguistic data"		"FSR - Feature Structure Representation (ISO 24610-1)"		Existing-used		LI												Mono
LREC2010	2010	742X-J9E7F5A7H2		Lexicon		OpenLogos		Existing-used		English		French		German		Italian		Spanish				Multi
LREC2012	2012	158		Corpus		"Damascene Colloquial Arabic Speech"		"Newly created-in progress"		Catalan 		English 		Spanish 								Tri
LREC2012	2012	999		"Data Mining  toolkit"		Weka		Existing-used														"Not Specified"
LREC2010	2010	192X-E8J6D6P6G6		Tagger/Parser		KNP		Existing-used		Japanese												Mono
LREC2010	2010	322X-H7H9H8P3B2		Corpus		"Emotion Cause Event Corpus"		"Newly created-in progress"		Chinese												Mono
COLING2010	2010	438X-P6P6D6P3F4		Tokenizer		"CRF Chunker"		Existing-used		English												Mono
LREC2012	2012	1000		"word aligner"		GIZA++		Existing-used		English 												Mono
LREC2012	2012	218		Corpus		ROMBAC		"Newly created-in progress"		Aragonese 		Spanish 										Bi
LREC2010	2010	586X-G3H3C5G3P5		Lexicon		WordNet		Existing-used		English												Mono
LREC2010	2010	W13_2X-H6B2G6D7A9		Corpus		"Auslan Corpus"		"Newly created-in progress"		Auslan (Australian Sign Language)												Mono
LREC2010	2010	704X-J5G3H4F7B5		Corpus		"Evaluation des Systèmes de Transcription enrichie d'Émissions Radiophoniques - ESTER"		Existing-used		French												Mono
LREC2010	2010	372X-A6E5F6D5E9		"Evaluation Tool"		"QASTLE (Question-Answering Systems TooL for Evaluation)"		Existing-used		LI												Mono
LREC2010	2010	269X-F7G3A6A3C9		Corpus		CGN		"Newly created-finished"		Dutch												Mono
LREC2010	2010	196X-A9G4E9D4G3		Corpus		"ISST-TANL Dependency Annotated Corpus"		Existing-updated		Italian												Mono
LREC2012	2012	548		"Corpus Tool"		RIDIRE-CPI		"Newly created-in progress"		German		German Sign Language 										Bi
COLING2010	2010	349X-E6E5F7C9P4		Tagger/Parser		KNP		Existing-used		Japanese												Mono
COLING2010	2010	203X-F9G6D7G5C5		Corpus		"Chinese Treebank"		Existing-used														"Not Specified"
LREC2010	2010	708X-A3G6D6C9D7		Tagger/Parser		PAX		"Newly created-finished"		English												Mono
LREC2010	2010	917X-D8F5F9G3J4		"Representation-Annotation Formalism/Guidelines"		"Stuttgart-Tübingen Tagset of German"		Existing-used		German												Mono
LREC2010	2010	W04_14X-B3D6A3F3A5		"Annotation Tool"		GATE		Existing-used		LI												Mono
LREC2012	2012	395		Ontology		"Disjoint Events"		"Newly created-in progress"		French 												Mono
LREC2010	2010	380X-F7A9D9P3P4		Corpus		GLISSANDO		"Newly created-in progress"		Catalan		Spanish										Bi
LREC2012	2012	720		Corpus		MIM		"Newly created-in progress"		Romanian 												Mono
LREC2012	2012	783		Corpus		"Czech Webcorpus"		"Newly created-finished"		English 												Mono
LREC2012	2012	693		"Evaluation Data"		"NTCIR-9 SpokenDoc test collection"		"Newly created-in progress"		Catalan 												Mono
COLING2010	2010	33X-G8G6J6C2P3		Corpus		WT10g		Existing-used		English												Mono
LREC2010	2010	807X-J9C3G3G8P6		Tagset		"Russian Positional Tagset"		"Newly created-finished"		Russian												Mono
COLING2010	2010	145X-C8D8E8A9J2		Corpus		"Chinese Proposition Bank"																"Not Specified"
LREC2012	2012	168		Corpus		"First Certificate in English (FCE) exams of Cambridge Learner Corpus (CLC)"		Existing-used		French 												Mono
LREC2010	2010	346X-A6E2B6D7D9		Corpus		RWTH-BOSTON-104		Existing-updated		American Sign Language												Mono
LREC2012	2012	740		Corpus		DEGELS1		Existing-used		English 		Hungarian 										Bi
LREC2010	2010	W03_16X-D7A3F6D6A9		Tagger/Parser		"Brills Tagger"		Existing-used		English												Mono
LREC2010	2010	780X-A3G7C6J3G7		Corpus		"Italian TimeBank"		"Newly created-in progress"		italian												Mono
LREC2010	2010	822X-B7D9P7A8C5		Corpus		"MIT Address Corpus"		"Newly created-in progress"		English												Mono
LREC2010	2010	281X-H7J6A7A6F3		Corpus		"AUTONOMATA Spoken Name Corpus (ASNC)"		Existing-used		Dutch		English		French		Moroccan		Turkish				Multi
LREC2012	2012	1078		Corpus		"Corpus on Debate and Deliberation"		"Newly created-in progress"		English 		French 		German 								Tri
LREC2010	2010	W13_16X-D4H2G3G8H5		Corpus		"Signs of Ireland Corpus"		Existing-used														"Not Specified"
LREC2010	2010	W22_10X-H5C3G5H6E7		Lexicon		"Greek MWE dictionary"		"Newly created-in progress"		Greek												Mono
COLING2010	2010	149X-B9C5F6A6P2		Corpus		"USENET corpus"		Existing-used		english												Mono
LREC2010	2010	519X-B6G8B9A6F2		Corpus		Wikipedia		Existing-used		LI												Mono
COLING2010	2010	577X-D6G5A5P2F2		Corpus		PAN-PC-09		Existing-updated		English		German		Spanish								Tri
LREC2010	2010	687X-C6E6P7G7F4		Tagger/Parser		TreeTagger		Existing-used		English		French										Bi
IJCNLP2011	2011	106		Corpus		"NAIST Text Corpus"		Existing-used		Japanese												Mono
LREC2010	2010	722X-H5P4C3E4B3		"Evaluation Data"		"Tiger Treebank"		Existing-used		de												Mono
LREC2012	2012	394		Terminology		DicoInfo				Not Applicable												Mono
LREC2012	2012	570		Corpus		DBpedia		Existing-updated		DE		EN		ES		FR		RU				Multi
LREC2010	2010	784X-H9E6C3J4J6		Ontology		FarsNet		"Newly created-in progress"		English		Persian										Bi
LREC2010	2010	914X-F4D5A7C6P6		Corpus		"World Wide English corpus"		"Newly created-in progress"		English		French										Bi
LREC2010	2010	616X-P6G6E4J5J5		Tagger/Parser		"Morphological Analyser for South Asian LAnguages"		"Newly created-finished"		LI												Mono
LREC2010	2010	678X-G6B5F2E5J6		Corpus		"Enquête Socio-Linguistique à Orléans (ESLO)"		"Newly created-in progress"		French												Mono
LREC2010	2010	111X-G5H7J4E6E9		Corpus		"Attribution Corpus of Italian"		"Newly created-in progress"		Italian												Mono
IS2011	2011	99794		Corpus		"BABEL Hungarian Speech Databases"		Existing-used		Hungarian												Mono
RANLP2011	2011	1		Tagger/Parser		"Stanford Log-linear Part-Of-Speech Tagger"		Existing-used		English												Mono
LREC2012	2012	404		"Corpus Tool"		"SignWriting improved fast transcriber (SWift)"		"Newly created-finished"		sr												Mono
LREC2010	2010	259X-E7D6D5E3H7		Corpus		"National Corpus of Polish"		"Newly created-in progress"		Polish												Mono
LREC2012	2012	965		Corpus		KPWr		"Newly created-in progress"		Polish												Mono
LREC2012	2012	515		"Corpus Tool"		"Java Wikipedia Library (JWPL)"		Existing-used		English 		Italian 		Spanish 								Tri
LREC2012	2012	786		"Prosodic Analyzer"		Prosomarker		"Newly created-in progress"		Japanese 												Mono
LREC2012	2012	533		Corpus		"SFU Review corpus"		Existing-used		Arabic												Mono
COLING2010	2010	870X-C4C6B4A6H9		Lexicon		NTUSD		Existing-used		Chinese												Mono
LREC2010	2010	503X-E6G7F8F3A9		"Representation-Annotation Standard/Best Practice"		TCF		"Newly created-in progress"		Not Applicable												Mono
LREC2010	2010	435X-D3E6G8G7A9		Corpus		"Companion WoZ corpus"		"Newly created-in progress"		English												Mono
LREC2010	2010	W16_7X-F6B6B2C3C5		"Annotation Tool"		ENCORE		"Newly created-finished"		English												Mono
IJCNLP2011	2011	365		Transcriber		"Transcoding Sanskrit Formats"		"Newly created-in progress"		Sanskrit												Mono
LREC2012	2012	243		Corpus		TIGERexp		"Newly created-finished"		LI												Mono
LREC2010	2010	W06_35X-P2D3A8J6G4		Corpus		"FilMED - Filipino Multimodal Emotion Database"		"Newly created-in progress"		Filipino												Mono
LREC2010	2010	W13_20X-P2F9F5E6J7		Corpus		"SignCom corpus"		"Newly created-in progress"		French Sign Language												Mono
ACLHT2011	2011	306		Corpus		Europarl		Existing-used		English		French		German		Spanish						Multi
LREC2010	2010	577X-F6J4E5D8G7		Corpus		"The GENIA corpus"		Existing-used		English												Mono
COLING2010	2010	108X-A6C6F4B3F7		"Evaluation Data"		Spamassassin		Existing-used		English												Mono
LREC2010	2010	945X-F5A7J8C8E6		"Digital library management system"		PUMA		Existing-used		LI												Mono
RANLP2011	2011	134		Corpus		Wikipedia		Existing-updated		English		German										Bi
LREC2012	2012	1033		"Corpus Tool"		"UCS toolkit"		Existing-used		English 		French 										Bi
LREC2010	2010	675X-B8G3P3H7P4		"Language modelling tool"		"CMU SLM toolkit"		Existing-used		LI												Mono
LREC2012	2012	753		"Annotation Tool"		Sanchay		Existing-updated		French 		Italian 		Spanish 								Tri
ACLHT2011	2011	473		Corpus		"CLC FCE Dataset"		Existing-used		English												Mono
LREC2012	2012	1012		"Machine Translation Tool"		"Tajik-Farsi Persian Transliteration System"		"Newly created-in progress"		English 												Mono
LTC2011	2011	32		Tagger/Parser		"Syntax in Elements of Text (SET)"		Existing-updated														Mono
LREC2010	2010	848X-E9J6A7G7F4		Lexicon		"Core WordNet"		Existing-used		English												Mono
LREC2010	2010	803X-E5B6A6B3D8		Corpus		"GENIA Corpus"		Existing-used		English												Mono
LREC2010	2010	742X-J9E7F5A7H2		"corpora annotation, paraphrasing, translation, resources"		NooJ		Existing-used		English		French		Italian		Portuguese		Spanish				Multi
LREC2010	2010	446X-C3E6P9H3P6		Lexicon		"Modality Lexicon"		Existing-used		English												Mono
LREC2010	2010	859X-C3A3G3G8A9		Corpus		"Base de datos de verbos, alternancias de diátesis y esquemas sintácticos del español (ADESSE)"		Existing-updated		Spanish												Mono
COLING2010	2010	549X-P6C9A7J9J6		"Annotation Tool"		SALTO		Existing-used		LI												Mono
LREC2010	2010	393X-J9E4F3P3P4		Ontology		"Annnotation Ontology"		"Newly created-in progress"		LI												Mono
LREC2010	2010	214X-B6H4J5E2C3		Tagger/Parser		opennlp		Existing-used		english												Mono
IS2011	2011	45076		Corpus		"HIWIRE (Human Input that Works In Real Environments) database"		Existing-used		English												Mono
COLING2010	2010	763X-F9D6A4J2H3		Lexicon		"open thesaurus"																"Not Specified"
COLING2010	2010	193X-H9H9A3B8P5		Corpus		"ukWaC corpus"		Existing-used		English												Mono
COLING2010	2010	161X-C4H3P8F6J6		"Word Sense Disambiguator"		weka		Existing-used		LI												Mono
LREC2010	2010	W21_5X-E9H3G4H7A3		Lexicon		"Nganasan Lexicon"		"Newly created-finished"		Nganasan												Mono
COLING2010	2010	358X-B6H2D8D4E6		Tagger/Parser		"C&C Tools"		Existing-used		English												Mono
COLING2010	2010	42X-B3C8J3H6D2		"Evaluation Data"		"Yahoo! News Resolution Set"		"Newly created-finished"		English												Mono
COLING2010	2010	385X-G3D3J3P6D3		Corpus		"Bengali NEWS Editorial Opinion"		"Newly created-in progress"		Bengali												Mono
LREC2010	2010	238X-H4H8F8B8P6		Concordancer		Lucon		"Newly created-in progress"		LI												Mono
LREC2012	2012	359		Lexicon		"Verb Pattern Sample, 30 English verbs (VPS-30-En)"		"Newly created-finished"		English 												Mono
LREC2010	2010	134X-D7C8F2E6B3		Lexicon		GermaNet		Existing-used		German												Mono
LREC2010	2010	31X-C8D3A9F6B8		"Evaluation Data"		"Test suite for biomedical ontology concept recognition systems"		"Newly created-finished"		English												Mono
LREC2010	2010	741X-G3D6A3G8J4		Corpus		"Spanish SpeeCon database"		Existing-used		Spanish												Mono
LREC2010	2010	18X-G3P3H8F9B3		"Annotation Tool"		FOLKER		Existing-used		LI												Mono
LREC2010	2010	402X-D3D4G9A8G8		"Evaluation Package"		"CESTA Evaluation Package"		Existing-used		Arabic		English		French								Tri
LREC2010	2010	936X-B5E9H8D3J4		Tagger/Parser		"Stanford POS Tagger"		Existing-used		ENGLISH												Mono
LREC2012	2012	214		Lexicon		GermaNet		Existing-used		Bulgarian 												Mono
RANLP2011	2011	141		Treebank		QuestionBank		Existing-used		English												Mono
LREC2010	2010	509X-C2F8J6G3A2		"Adaptation system"		"Maximum Likelihood Linear Regression (MLLR)"		"Newly created-in progress"		LI												Mono
LREC2010	2010	28X-E9E6F7H3A3		Corpus		KI-04		Existing-used		English												Mono
